"","population","time","block","plot","trt","sample","name","X","Y","Zm01_1","Zm01_2","Zm02_1","Zm02_2","Zm03_1","Zm03_2","Zm04_1","Zm04_2","Zm05_1","Zm05_2","Zm06_1","Zm06_2","Zm07_1","Zm07_2","Zm09_1","Zm09_2","Zm10_1","Zm10_2","mlg"
"420","T1_5A",1,5,"A","2X",17,"T1-5A17-AB",5,4,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"421","T1_5A",1,5,"A","2X",18,"T1-5A18-AB",6,4,165,165,102,102,105,105,80,94,196,200,284,290,93,93,128,128,146,150,413
"422","T1_5A",1,5,"A","2X",19,"T1-5A19-AB",1,3,171,179,96,102,99,105,80,80,196,200,290,290,90,96,128,134,148,150,428
"423","T1_5A",1,5,"A","2X",20,"T1-5A20-AB",2,3,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"424","T1_5A",1,5,"A","2X",21,"T1-5A21-AB",3,3,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"425","T1_5A",1,5,"A","2X",22,"T1-5A22-AB",4,3,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"426","T1_5A",1,5,"A","2X",23,"T1-5A23-AB",5,3,165,165,102,102,105,105,80,94,196,200,284,290,93,93,128,128,146,150,413
"427","T1_5A",1,5,"A","2X",24,"T1-5A24-AB",6,3,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"428","T1_5A",1,5,"A","2X",25,"T1-5A25-AB",1,2,171,179,96,102,99,105,80,80,196,200,290,290,90,96,128,134,148,150,428
"429","T1_5A",1,5,"A","2X",26,"T1-5A26-AB",2,2,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"430","T1_5A",1,5,"A","2X",27,"T1-5A27-AB",3,2,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"431","T1_5A",1,5,"A","2X",28,"T1-5A28-AB",4,2,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"432","T1_5A",1,5,"A","2X",29,"T1-5A29-AB",5,2,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"433","T1_5A",1,5,"A","2X",30,"T1-5A30-AB",6,2,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"434","T1_5A",1,5,"A","2X",31,"T1-5A31-AB",1,1,171,179,96,102,99,105,80,80,196,200,290,290,90,96,128,134,148,150,428
"435","T1_5A",1,5,"A","2X",32,"T1-5A32-AB",2,1,171,179,96,102,99,105,80,80,196,200,290,290,90,96,128,134,148,150,428
"436","T1_5A",1,5,"A","2X",33,"T1-5A33-AB",3,1,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"437","T1_5A",1,5,"A","2X",34,"T1-5A34-AB",4,1,165,171,102,102,101,105,80,80,196,196,284,284,87,93,128,128,148,150,410
"438","T1_5A",1,5,"A","2X",35,"T1-5A35-AB",5,1,171,179,96,102,99,105,80,80,196,200,290,290,90,96,128,134,148,150,428
"439","T1_5A",1,5,"A","2X",36,"T1-5A36-AB",6,1,165,165,102,102,105,105,80,94,196,200,284,290,93,93,128,128,146,150,413
"440","T1_5B",1,5,"B","4X",1,"T1_5B1_AB",1,6,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"441","T1_5B",1,5,"B","4X",2,"T1_5B2_AB",2,6,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"442","T1_5B",1,5,"B","4X",3,"T1_5B3_AB",3,6,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"443","T1_5B",1,5,"B","4X",4,"T1_5B4_AB",4,6,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"444","T1_5B",1,5,"B","4X",5,"T1_5B5_AB",5,6,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"445","T1_5B",1,5,"B","4X",6,"T1_5B6_AB",6,6,165,165,96,102,105,105,80,80,196,200,290,290,90,93,128,128,148,150,451
"446","T1_5B",1,5,"B","4X",7,"T1_5B7_AB",1,5,165,165,102,102,105,105,80,94,196,200,284,290,93,93,132,132,146,150,452
"2350","T1_5B",1,5,"B","4X",8,"T1_5B8_AB",2,5,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"447","T1_5B",1,5,"B","4X",9,"T1_5B9_AB",3,5,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"448","T1_5B",1,5,"B","4X",10,"T1_5B10_AB",4,5,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"449","T1_5B",1,5,"B","4X",11,"T1_5B11_AB",5,5,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"450","T1_5B",1,5,"B","4X",12,"T1_5B12_AB",6,5,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"451","T1_5B",1,5,"B","4X",13,"T1_5B13_AB",1,4,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"452","T1_5B",1,5,"B","4X",14,"T1_5B14_AB",2,4,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"453","T1_5B",1,5,"B","4X",15,"T1_5B15_AB",3,4,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"454","T1_5B",1,5,"B","4X",16,"T1_5B16_AB",4,4,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"455","T1_5B",1,5,"B","4X",17,"T1_5B17_AB",5,4,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"456","T1_5B",1,5,"B","4X",18,"T1_5B18_AB",6,4,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"457","T1_5B",1,5,"B","4X",19,"T1_5B19_AB",1,3,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"458","T1_5B",1,5,"B","4X",20,"T1_5B20_AB",2,3,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"459","T1_5B",1,5,"B","4X",21,"T1_5B21_AB",3,3,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"460","T1_5B",1,5,"B","4X",22,"T1_5B22_AB",4,3,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"461","T1_5B",1,5,"B","4X",23,"T1_5B23_AB",5,3,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"462","T1_5B",1,5,"B","4X",24,"T1_5B24_AB",6,3,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"463","T1_5B",1,5,"B","4X",25,"T1_5B25_AB",1,2,165,165,102,102,105,105,80,94,196,200,284,290,93,93,128,128,146,150,413
"464","T1_5B",1,5,"B","4X",26,"T1_5B26_AB",2,2,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"465","T1_5B",1,5,"B","4X",27,"T1_5B27_AB",3,2,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"466","T1_5B",1,5,"B","4X",28,"T1_5B28_AB",4,2,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"467","T1_5B",1,5,"B","4X",29,"T1_5B29_AB",5,2,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"468","T1_5B",1,5,"B","4X",30,"T1_5B30_AB",6,2,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"469","T1_5B",1,5,"B","4X",31,"T1_5B31_AB",1,1,165,165,102,102,105,105,80,94,196,200,284,290,93,93,128,128,146,150,413
"470","T1_5B",1,5,"B","4X",32,"T1_5B32_AB",2,1,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"471","T1_5B",1,5,"B","4X",33,"T1_5B33_AB",3,1,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"472","T1_5B",1,5,"B","4X",34,"T1_5B34_AB",4,1,165,165,96,99,103,105,80,94,196,200,290,290,90,96,128,134,146,150,479
"473","T1_5B",1,5,"B","4X",35,"T1_5B35_AB",5,1,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"474","T1_5B",1,5,"B","4X",36,"T1_5B36_AB",6,1,165,171,102,102,105,105,80,94,196,200,284,290,90,93,128,128,150,150,446
"475","T1_5C",1,5,"C","1X",1,"T1-5C1",1,6,165,177,102,102,105,105,80,80,196,204,290,290,87,90,128,128,148,150,411
"476","T1_5C",1,5,"C","1X",2,"T1-5C2",2,6,171,171,102,102,105,105,80,80,192,196,290,290,93,96,128,128,150,150,483
"477","T1_5C",1,5,"C","1X",3,"T1-5C3",3,6,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,136,150,150,484
"478","T1_5C",1,5,"C","1X",4,"T1-5C4",4,6,165,165,102,102,105,105,80,80,196,204,284,290,87,87,128,136,146,150,485
"479","T1_5C",1,5,"C","1X",5,"T1-5C5",5,6,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,136,150,150,484
"480","T1_5C",1,5,"C","1X",6,"T1-5C6",6,6,171,177,102,102,105,105,80,80,192,196,290,290,90,93,128,134,148,150,487
"481","T1_5C",1,5,"C","1X",7,"T1-5C7",1,5,165,177,102,102,105,105,80,80,196,204,290,290,87,90,128,128,148,150,411
"482","T1_5C",1,5,"C","1X",8,"T1-5C8",2,5,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,136,150,150,484
"483","T1_5C",1,5,"C","1X",9,"T1-5C9",3,5,165,165,102,102,105,105,80,80,196,204,284,290,87,87,128,136,146,150,485
"484","T1_5C",1,5,"C","1X",10,"T1-5C10",4,5,165,165,96,102,103,105,80,80,196,196,284,290,87,90,128,128,150,150,491
"485","T1_5C",1,5,"C","1X",11,"T1-5C11",5,5,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,136,150,150,484
"486","T1_5C",1,5,"C","1X",12,"T1-5C12",6,5,165,165,96,102,103,105,80,80,196,196,284,290,87,90,128,128,150,150,491
"487","T1_5C",1,5,"C","1X",13,"T1-5C13",1,4,165,165,102,102,105,105,80,80,196,204,290,290,87,87,128,136,146,148,494
"488","T1_5C",1,5,"C","1X",14,"T1-5C14",2,4,165,177,102,102,105,105,80,80,196,204,290,290,87,90,128,128,148,150,411
"489","T1_5C",1,5,"C","1X",15,"T1-5C15",3,4,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,136,150,150,484
"490","T1_5C",1,5,"C","1X",16,"T1-5C16",4,4,165,165,96,102,103,105,80,80,196,196,284,290,87,90,128,128,150,150,491
"491","T1_5C",1,5,"C","1X",17,"T1-5C17",5,4,165,165,96,102,103,105,80,80,196,196,284,290,87,90,128,128,150,150,491
"492","T1_5C",1,5,"C","1X",18,"T1-5C18",6,4,165,165,96,102,103,105,80,80,196,196,284,290,87,90,128,128,150,150,491
"493","T1_5C",1,5,"C","1X",19,"T1-5C19",1,3,165,165,102,102,105,105,80,80,196,204,290,290,87,87,128,136,146,148,494
"494","T1_5C",1,5,"C","1X",20,"T1-5C20",2,3,165,165,96,102,103,105,80,80,196,196,284,290,87,90,128,128,150,150,491
"13100","T1_5C",1,5,"C","1X",21,"T1-5C21",3,3,171,177,102,102,105,105,80,80,192,196,290,290,90,93,128,134,148,150,487
"495","T1_5C",1,5,"C","1X",22,"T1-5C22",4,3,171,177,102,102,105,105,80,80,192,196,290,290,90,93,128,134,148,150,487
"496","T1_5C",1,5,"C","1X",23,"T1-5C23",5,3,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,136,150,150,484
"497","T1_5C",1,5,"C","1X",24,"T1-5C24",6,3,171,177,102,102,105,105,80,80,192,196,290,290,90,93,128,134,148,150,487
"498","T1_5C",1,5,"C","1X",25,"T1-5C25",1,2,165,165,102,102,105,105,80,80,196,204,290,290,87,87,128,136,146,148,494
"499","T1_5C",1,5,"C","1X",26,"T1-5C26",2,2,165,165,102,102,105,105,80,80,196,204,290,290,87,87,128,136,146,148,494
"500","T1_5C",1,5,"C","1X",27,"T1-5C27",3,2,165,165,102,102,105,105,80,80,196,204,290,290,87,87,128,136,146,148,494
"501","T1_5C",1,5,"C","1X",28,"T1-5C28",4,2,165,165,96,102,103,105,80,80,196,196,284,290,87,90,128,128,150,150,491
"502","T1_5C",1,5,"C","1X",29,"T1-5C29",5,2,165,165,96,102,103,105,80,80,196,196,284,290,87,90,128,128,150,150,491
"2351","T1_5C",1,5,"C","1X",30,"T1-5C30",6,2,165,165,102,102,105,105,80,94,196,200,284,290,93,93,128,128,146,150,413
"503","T1_5C",1,5,"C","1X",31,"T1-5C31",1,1,171,177,102,102,105,105,80,80,192,196,290,290,90,93,128,134,148,150,487
"504","T1_5C",1,5,"C","1X",32,"T1-5C32",2,1,165,177,102,102,105,105,80,80,192,196,284,290,87,90,128,128,150,150,512
"505","T1_5C",1,5,"C","1X",33,"T1-5C33",3,1,165,165,102,102,101,105,80,80,196,196,284,284,84,96,128,128,150,150,513
"506","T1_5C",1,5,"C","1X",34,"T1-5C34",4,1,165,165,96,102,103,105,80,80,196,196,284,290,87,90,128,128,150,150,491
"507","T1_5C",1,5,"C","1X",35,"T1-5C35",5,1,171,177,102,102,105,105,80,80,192,196,290,290,90,93,128,134,148,150,487
"508","T1_5D",1,5,"D","0X",1,"T1-5D1",1,6,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"509","T1_5D",1,5,"D","0X",2,"T1-5D2",2,6,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"510","T1_5D",1,5,"D","0X",3,"T1-5D3",3,6,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"511","T1_5D",1,5,"D","0X",4,"T1-5D4",4,6,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"14100","T1_5D",1,5,"D","0X",6,"T1-5D6",6,6,165,171,102,102,105,105,80,80,196,196,284,290,93,96,128,128,146,150,1714
"512","T1_5D",1,5,"D","0X",7,"T1-5D7",1,5,165,171,102,102,105,105,80,94,196,196,284,290,93,93,128,128,146,150,520
"513","T1_5D",1,5,"D","0X",8,"T1-5D8",2,5,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"514","T1_5D",1,5,"D","0X",9,"T1-5D9",3,5,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"515","T1_5D",1,5,"D","0X",10,"T1-5D10",4,5,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"516","T1_5D",1,5,"D","0X",11,"T1-5D11",5,5,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"517","T1_5D",1,5,"D","0X",12,"T1-5D12",6,5,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"518","T1_5D",1,5,"D","0X",13,"T1-5D13",1,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"519","T1_5D",1,5,"D","0X",14,"T1-5D14",2,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"520","T1_5D",1,5,"D","0X",15,"T1-5D15",3,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"521","T1_5D",1,5,"D","0X",16,"T1-5D16",4,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"15100","T1_5D",1,5,"D","0X",17,"T1-5D17",5,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"522","T1_5D",1,5,"D","0X",18,"T1-5D18",6,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"523","T1_5D",1,5,"D","0X",19,"T1-5D19",1,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"524","T1_5D",1,5,"D","0X",20,"T1-5D20",2,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"525","T1_5D",1,5,"D","0X",21,"T1-5D21",3,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"526","T1_5D",1,5,"D","0X",22,"T1-5D22",4,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"527","T1_5D",1,5,"D","0X",23,"T1-5D23",5,3,165,165,96,102,105,107,80,80,200,204,290,290,90,96,128,136,150,150,535
"528","T1_5D",1,5,"D","0X",24,"T1-5D24",6,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"529","T1_5D",1,5,"D","0X",25,"T1-5D25",1,2,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"530","T1_5D",1,5,"D","0X",26,"T1-5D26",2,2,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"531","T1_5D",1,5,"D","0X",27,"T1-5D27",3,2,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"532","T1_5D",1,5,"D","0X",28,"T1-5D28",4,2,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"533","T1_5D",1,5,"D","0X",29,"T1-5D29",5,2,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"534","T1_5D",1,5,"D","0X",30,"T1-5D30",6,2,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"535","T1_5D",1,5,"D","0X",31,"T1-5D31",1,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"536","T1_5D",1,5,"D","0X",32,"T1-5D32",2,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"537","T1_5D",1,5,"D","0X",33,"T1-5D33",3,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"11002","T1_5D",1,5,"D","0X",34,"T1-5D34",4,1,165,165,96,102,105,105,80,80,200,204,290,290,90,96,128,136,150,150,535
"538","T1_5D",1,5,"D","0X",35,"T1-5D35",5,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"539","T1_5D",1,5,"D","0X",36,"T1-5D36",6,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"540","T1_6A",1,6,"A","0X",1,"T1-6A1",1,6,165,165,99,102,103,105,80,80,196,200,290,290,96,96,128,128,148,148,548
"541","T1_6A",1,6,"A","0X",2,"T1-6A2",2,6,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"542","T1_6A",1,6,"A","0X",3,"T1-6A3",3,6,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"543","T1_6A",1,6,"A","0X",4,"T1-6A4",4,6,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"544","T1_6A",1,6,"A","0X",5,"T1-6A5",5,6,165,165,99,102,103,105,80,80,196,200,290,290,96,96,128,128,148,148,548
"545","T1_6A",1,6,"A","0X",6,"T1-6A6",6,6,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"546","T1_6A",1,6,"A","0X",7,"T1-6A7",1,5,165,165,99,102,103,105,80,80,196,200,290,290,96,96,128,128,148,148,548
"547","T1_6A",1,6,"A","0X",8,"T1-6A8",2,5,165,165,99,102,103,105,80,80,196,200,290,290,96,96,128,128,148,148,548
"548","T1_6A",1,6,"A","0X",9,"T1-6A9",3,5,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"549","T1_6A",1,6,"A","0X",10,"T1-6A10",4,5,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"550","T1_6A",1,6,"A","0X",11,"T1-6A11",5,5,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"551","T1_6A",1,6,"A","0X",12,"T1-6A12",6,5,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"552","T1_6A",1,6,"A","0X",13,"T1-6A13",1,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"553","T1_6A",1,6,"A","0X",14,"T1-6A14",2,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"554","T1_6A",1,6,"A","0X",15,"T1-6A15",3,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"555","T1_6A",1,6,"A","0X",16,"T1-6A16",4,4,165,165,99,102,103,105,80,80,196,200,290,290,96,96,128,128,148,148,548
"556","T1_6A",1,6,"A","0X",17,"T1-6A17",5,4,165,165,99,102,103,105,80,80,196,200,290,290,96,96,128,128,148,148,548
"557","T1_6A",1,6,"A","0X",18,"T1-6A18",6,4,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"558","T1_6A",1,6,"A","0X",19,"T1-6A19",1,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"559","T1_6A",1,6,"A","0X",20,"T1-6A20",2,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"560","T1_6A",1,6,"A","0X",21,"T1-6A21",3,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"561","T1_6A",1,6,"A","0X",22,"T1-6A22",4,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"562","T1_6A",1,6,"A","0X",23,"T1-6A23",5,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"563","T1_6A",1,6,"A","0X",24,"T1-6A24",6,3,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"564","T1_6A",1,6,"A","0X",25,"T1-6A25",1,2,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"565","T1_6A",1,6,"A","0X",26,"T1-6A26",2,2,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"566","T1_6A",1,6,"A","0X",27,"T1-6A27",3,2,165,165,99,102,103,105,80,80,196,200,290,290,96,96,128,128,148,148,548
"567","T1_6A",1,6,"A","0X",28,"T1-6A28",4,2,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"568","T1_6A",1,6,"A","0X",29,"T1-6A29",5,2,165,165,99,102,103,105,80,80,196,200,290,290,96,96,128,128,148,148,548
"569","T1_6A",1,6,"A","0X",30,"T1-6A30",6,2,165,165,99,102,103,105,80,80,196,200,290,290,96,96,128,128,148,148,548
"570","T1_6A",1,6,"A","0X",31,"T1-6A31",1,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"571","T1_6A",1,6,"A","0X",32,"T1-6A32",2,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"572","T1_6A",1,6,"A","0X",33,"T1-6A33",3,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"573","T1_6A",1,6,"A","0X",34,"T1-6A34",4,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"574","T1_6A",1,6,"A","0X",35,"T1-6A35",5,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"16100","T1_6A",1,6,"A","0X",36,"T1-6A36",6,1,165,165,102,102,105,105,80,80,196,200,284,290,93,96,128,128,150,150,516
"575","T1_6B",1,6,"B","4X",1,"T1_6B1_AB",1,6,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"576","T1_6B",1,6,"B","4X",2,"T1_6B2_AB",2,6,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"577","T1_6B",1,6,"B","4X",3,"T1_6B3_AB",3,6,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"578","T1_6B",1,6,"B","4X",4,"T1_6B4_AB",4,6,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"579","T1_6B",1,6,"B","4X",5,"T1_6B5_AB",5,6,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"580","T1_6B",1,6,"B","4X",6,"T1_6B6_AB",6,6,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"581","T1_6B",1,6,"B","4X",7,"T1_6B7_AB",1,5,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"582","T1_6B",1,6,"B","4X",8,"T1_6B8_AB",2,5,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"583","T1_6B",1,6,"B","4X",9,"T1_6B9_AB",3,5,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"584","T1_6B",1,6,"B","4X",10,"T1_6B10_AB",4,5,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"585","T1_6B",1,6,"B","4X",11,"T1_6B11_AB",5,5,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"586","T1_6B",1,6,"B","4X",12,"T1_6B12_AB",6,5,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"587","T1_6B",1,6,"B","4X",13,"T1_6B13_AB",1,4,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"588","T1_6B",1,6,"B","4X",14,"T1_6B14_AB",2,4,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"589","T1_6B",1,6,"B","4X",15,"T1_6B15_AB",3,4,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"590","T1_6B",1,6,"B","4X",16,"T1_6B16_AB",4,4,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"591","T1_6B",1,6,"B","4X",17,"T1_6B17_AB",5,4,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"592","T1_6B",1,6,"B","4X",18,"T1_6B18_AB",6,4,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"593","T1_6B",1,6,"B","4X",19,"T1_6B19_AB",1,3,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"17100","T1_6B",1,6,"B","4X",20,"T1_6B20_AB",2,3,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"594","T1_6B",1,6,"B","4X",21,"T1_6B21_AB",3,3,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"595","T1_6B",1,6,"B","4X",22,"T1_6B22_AB",4,3,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"596","T1_6B",1,6,"B","4X",23,"T1_6B23_AB",5,3,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"597","T1_6B",1,6,"B","4X",24,"T1_6B24_AB",6,3,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"598","T1_6B",1,6,"B","4X",25,"T1_6B25_AB",1,2,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"599","T1_6B",1,6,"B","4X",26,"T1_6B26_AB",2,2,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"600","T1_6B",1,6,"B","4X",27,"T1_6B27_AB",3,2,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"601","T1_6B",1,6,"B","4X",28,"T1_6B28_AB",4,2,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
"602","T1_6B",1,6,"B","4X",29,"T1_6B29_AB",5,2,165,177,102,102,101,111,80,80,196,200,290,290,93,96,128,128,146,146,583
